episodio,recompensa,sucesso,epsilon
480,244.9072480941475,1,0.08972259762946533
481,-111.95654226711474,1,0.089273984641318
482,-945.94448724536,1,0.0888276147181114
483,6.426406871192853,1,0.08838347664452084
484,-786.940071827717,1,0.08794155926129824
485,454.0,1,0.08750185146499175
486,-1254.2151120211006,1,0.08706434220766679
487,-3173.9231903791897,1,0.08662902049662846
488,-1649.0263340389897,1,0.08619587539414532
489,409.60701700396555,1,0.08576489601717459
490,93.90899680020027,1,0.08533607153708872
491,416.9901951359278,1,0.08490939117940327
492,-15034.324555320336,0,0.08448484422350626
493,388.4969134626332,1,0.08406242000238873
494,488.0665927567458,1,0.08364210790237678
495,-15439.94448724536,0,0.0832238973628649
496,-14783.817697256742,0,0.08280777787605056
497,249.11269837220806,1,0.08239373898667031
498,469.5176736125598,1,0.08198177029173696
499,-3813.0715016068543,1,0.08157186144027828
500,458.41487374764085,1,0.0811640021330769
501,-75.07150160685399,1,0.08075818212241151
502,-14399.824287194604,0,0.08035439121179945
503,-14749.933407243254,0,0.07995261925574046
504,-7673.750776405005,1,0.07955285615946175
505,-1014.7133660458135,1,0.07915509187866444
506,-4059.350889359326,1,0.07875931641927113
507,-1688.3795006481864,1,0.07836551983717477
508,-1043.5868887685326,1,0.07797369223798889
509,-1905.5609110854143,1,0.07758382377679894
510,487.211102550928,1,0.07719590465791494
511,387.03656905736636,1,0.07680992513462537
512,-7113.284880498628,1,0.07642587550895225
513,-4018.795349465913,1,0.07604374613140748
514,361.2016948848237,1,0.07566352740075044
515,453.2602916254693,1,0.07528520976374668
516,-14325.679463363029,0,0.07490878371492794
517,214.16609194718916,1,0.0745342397963533
518,447.2016948848238,1,0.07416156859737154
519,457.732137494637,1,0.07379076075438468
520,455.5765884561119,1,0.07342180695061275
521,173.20215047547657,1,0.07305469791585968
522,448.0434577328854,1,0.07268942442628039
523,486.64911064067354,1,0.07232597730414898
524,-1064.9634309426337,1,0.07196434741762824
525,485.6619037896906,1,0.0716045256805401
526,473.2666153055679,1,0.0712465030521374
527,461.182520563948,1,0.0708902705368767
528,448.04543109109045,1,0.07053581918419231
529,412.0475920832573,1,0.07018314008827135
530,-1078.366692347216,1,0.06983222438783
531,500,1,0.06948306326589085
532,-1477.6549906867906,1,0.0691356479495614
533,260.3606797749979,1,0.06878996970981359
534,-5525.536907576543,1,0.06844601986126451
535,-1764.795349465915,1,0.06810378976195819
536,-2961.092751905853,1,0.0677632708131484
537,-7929.8578643762685,1,0.06742445445908266
538,448.32455532033674,1,0.06708733218678724
539,-248.3910123704702,1,0.0667518955258533
540,436.4187454245971,1,0.06641813604822402
541,475.20215047547657,1,0.0660860453679829
542,306.6356421265527,1,0.06575561514114299
543,486.3058928759318,1,0.06542683706543727
544,-943.909277965625,1,0.06509970288011008
545,-806.2151120211001,1,0.06477420436570952
546,369.85677655436825,1,0.06445033334388098
547,-1728.3772233983163,1,0.06412808167716157
548,-1813.529231876657,1,0.06380744126877576
549,488.0713376952364,1,0.06348840406243188
